,uci_moves
888,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 g1f3 d7d5 a2a3
889,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 g1f3 d7d5 f1d3 b7b6
890,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 b8c6
891,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 c7c5 g1f3 c5d4 e3d4 d7d5
892,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 b8c6 g1f3 e8g8 f1d3 d7d5 e1g1
893,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g1f3 d7d5
894,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 g1e2
895,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g1f3 c7c5 g2g3 e8g8 f1g2
896,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g2g3
897,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g1f3 c7c5 g2g3 e8g8 f1g2 c5d4 f3d4 d7d5 c4d5 f6d5
898,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3 e8g8 e2e3
899,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3 e8g8
900,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3 c7c5 f2f3 d7d5 c4d5
901,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3 c7c5 e2e3
902,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3 e8g8 e2e3 c7c5 f1d3 b8c6
903,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3
904,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3 e8g8 e2e3 c7c5 f1d3 b8c6 g1e2 b7b6 e3e4 f6e8
905,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3 c7c5 f2f3 d7d5 c4d5 f6d5 d4c5
906,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3 c7c5 e2e3 b7b6
907,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 g1e2 d7d5 a2a3 b4d6
908,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 d1b3
909,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 d1b3 c7c5 d4c5 b8c6 g1f3 f6e4 c1d2 e4d2
910,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 d1b3 c7c5 d4c5 b8c6
911,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 b7b6
912,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g1f3
913,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g1f3 b7b6
914,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g1f3 b7b6 c1g5 c8b7 f3d2
915,b2b3 d7d5
916,b2b3 f7f5
917,b2b3 c7c5
918,b2b3
919,b2b3 g8f6
920,b2b3 e7e5
921,b2b3 b7b6
922,e2e4 b8c6 g1f3
923,e2e4 b8c6 g1f3 e7e6
924,e2e4 b8c6 b1c3 e7e6
925,e2e4 b8c6
926,e2e4 b8c6 d2d4 e7e5 d4d5
927,e2e4 b8c6 d2d4 e7e5 d4e5 c6e5 f2f4 e5g6
928,e2e4 b8c6 d2d4 e7e5 d4e5 c6e5 g1f3
929,e2e4 b8c6 g1f3 f7f5 e4f5
930,e2e4 b8c6 d2d4 d7d6
931,e2e4 b8c6 d2d4 d7d5 e4e5
932,e2e4 b8c6 d2d4 d7d5 b1c3
933,e2e4 b8c6 d2d4 d7d5 b1c3 e7e5
934,e2e4 b8c6 d2d4 d7d5 b1c3 d5e4 d4d5 c6e5
935,e2e4 b8c6 d2d4 d7d5 b1c3 g8f6
936,e2e4 b8c6 d2d4 d7d5 e4d5 d8d5
937,e2e4 b8c6 g1f3 d7d6
938,g1f3 d7d5 b2b3
939,d2d4 g8f6 c2c4 d7d6
940,d2d4 g8f6 c2c4 d7d6 b1c3 c8f5 g2g3
941,d2d4 g8f6 c2c4 d7d6 b1c3 c8f5 g1f3
942,d2d4 g8f6 c2c4 d7d6 b1c3 c8f5 f2f3
943,d2d4 g8f6 c2c4 d7d6 b1c3 e7e5 g1f3 b8d7 e2e4
944,d2d4 g8f6 c2c4 d7d6 g1f3 c8g4
945,d2d4 g8f6 c2c4 d7d6 b1c3 e7e5 g1f3
946,d2d4 g8f6 c2c4 d7d6 b1c3 e7e5
947,d2d4 g8f6 c2c4 d7d6 b1c3 c7c6
948,d2d4 g8f6 c2c4 d7d6 g1f3 c7c6
949,d2d4 g8f6 c2c4 d7d6 b1c3 c7c6 g1f3
950,e2e4 b7b6
951,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6
952,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4
953,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4
954,e2e4 e7e5 g1f3 d7d6 d2d4
955,e2e4 e7e5 g1f3 d7d6
956,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7
957,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 e1g1
958,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 b1c3
959,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 e1g1 f8e7 d4e5
960,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g7g6
961,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 b1c3 g8f6
962,e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 c4f7
963,e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 f3g5 e8g8 c4f7 f8f7 g5e6
964,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 b1c3 g8f6 f1e2 f8e7 e1g1 c7c6
965,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 b1c3 g8f6 f1c4 f8e7 e1g1 h7h6
966,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 b1c3 g8f6 g2g4
967,e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 e1g1 e8g8 d1e2 c7c6 a2a4 e5d4
968,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f1c4
969,e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 d4e5
970,e2e4 e7e5 g1f3 d7d6 d2d4 g8f6
971,e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 d4e5 f6e4 d1d5
972,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 c1e3 c7c6 d1d2
973,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 c1e3 c7c6 h2h3
974,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4
975,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8
976,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 c7c5
977,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 c1e3
978,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 f1c4
979,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 e4e5
980,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 e4e5 f6d7 h2h4
981,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 f1d3
982,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f1e2 f8g7 h2h4
983,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 c1g5
984,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f1e2 f8g7 g2g4
985,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f1e2
986,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3
987,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2
988,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 b8c6
989,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 c7c6
990,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 c8g4
991,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 h2h3
992,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7
993,e2e4 d7d6 d2d4 g8f6
994,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f1c4
995,d2d4 b7b5
996,b2b4 e7e5 c1b2 d7d6
997,b2b4 d7d5 c1b2 c8f5
998,b2b4 e7e5 a2a3
999,b2b4
1000,b2b4 d7d5 c1b2 d8d6
1001,b2b4 g8f6 c1b2 g7g6
1002,b2b4 g8f6 c1b2 g7g6 c2c4 f8g7 e2e3 d7d6 g1f3 e8g8 d2d4
1003,b2b4 c7c6
1004,b2b4 g8f6 c1b2 d7d5 e2e3 e7e6 b4b5
1005,b2b4 e7e5 c1b2 f7f6 e2e4
1006,b2b4 g8f6 g1f3
1007,e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 d1a4 c8d7
1008,e2e4 e7e5 g1f3 b8c6 c2c3
1009,e2e4 e7e5 g1f3 b8c6 c2c3 g8f6
1010,e2e4 e7e5 g1f3 b8c6 c2c3 f7f5
1011,e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 d1a4 f7f6
1012,e2e4 e7e5 f1b5
1013,e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 c1e3
1014,e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 d4d5
1015,e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 d4c5 d8a5
1016,e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 d4c5 g7c3 b2c3 d8a5
1017,d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 e2e3
1018,e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 g1f3 d8a5 c1e3
1019,e2e4 g7g6 d2d4 f8g7 b1c3 c7c5 g1f3 d8a5 d4c5
1020,e2e4 g7g6 d2d4 f8g7 g1f3 c7c5 d4c5 d8a5
1021,d2d4 c7c6 c2c4 d7d6
1022,d2d4 d7d5 g1f3 c8g4
1023,d2d4 g8f6 g1f3 g7g6 b1c3 d7d5 c1f4 f8g7 e2e3 e8g8 f1e2
1024,d2d4 d7d5 g1f3 b8c6
1025,d2d4 d7d5 g1f3 g8f6 e2e3
1026,d2d4 d7d5 g1f3 g8f6 e2e3 c8f5
1027,d2d4 g8f6 g1f3 g7g6 e2e3 f8g7 f1d3 d7d5
1028,d2d4 e7e6 e2e4 c7c5
1029,d2d4 d7d5
1030,d2d4 g8f6 b1c3 d7d5 e2e4 f6e4
1031,d2d4 d7d5 c1g5
1032,d2d4 d7d5 c1g5 h7h6 g5h4 c7c6 g1f3 d8b6
1033,d2d4 d7d5 g1f3 g8f6 c1f4
1034,d2d4 d7d5 f2f4
1035,d2d4 b7b6
1036,d2d4 d7d5 c1f4
1037,d2d4 d7d5 c1f4 c7c5
1038,d2d4 d7d5 e2e3 g8f6 f1d3
1039,d2d4 d7d5 g1f3 g8f6
1040,d2d4 d7d5 g1f3 g8f6 g2g3
1041,d2d4 d7d5 g1f3 g8f6 c1g5
1042,d2d4 d7d5 g1f3 g8f6 c1g5 f6e4
1043,d2d4 d7d5 g1f3 g8f6 c1g5 g7g6
1044,d2d4 d7d5 g1f3 g8f6 c1g5 g7g6 e2e3 f8g7 b1d2 e8g8
1045,d2d4 d7d5 b1c3 c8f5
1046,d2d4 d7d5 b1c3 g8f6 c1g5 f6e4
1047,d2d4 d7d5 b1c3 g8f6 c1g5 e7e6 g1f3
1048,d2d4 d7d5 b1c3 f7f5
1049,d2d4 d7d5 b1c3 g8f6 c1g5 c8f5 f2f3
1050,d2d4 d7d5 b1c3 g8f6 c1g5 c8f5 g5f6
1051,d2d4 d7d5 b1c3
1052,d2d4 d7d5 b1c3 g8f6 c1g5 b8d7 g1f3
1053,d2d4 d7d5 b1c3 g8f6 c1g5 b8d7 g1f3 g7g6
1054,d2d4 d7d5 g1f3
1055,d2d4
1056,d2d4 d7d5 c2c4 d5c4 d1a4
1057,d2d4 d7d5 c2c4 d5c4 g1f3 a7a6
1058,d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e4
1059,d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e3 b7b5
1060,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3 a7a6 e2e4
1061,d2d4 d7d5 c2c4 d5c4 e2e4 g8f6
1062,d2d4 d7d5 c2c4 d5c4 e2e4 b7b5
1063,d2d4 d7d5 c2c4 d5c4 e2e4 e7e5
1064,d2d4 d7d5 c2c4 d5c4 e2e4 b8c6
1065,d2d4 d7d5 c2c4 d5c4 e2e4 c7c5
1066,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5
1067,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2
1068,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5
1069,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 c8b7
1070,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6
1071,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1
1072,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 a2a4
1073,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 e3e4
1074,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 b8c6
1075,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 c5d4
1076,d2d4 d7d5 g1f3 g8f6 c2c4 d5c4
1077,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d4c5 f8c5
1078,d2d4 d7d5 c2c4 d5c4
1079,d2d4 d7d5 c2c4 d5c4 g1f3 c7c5
1080,d2d4 d7d5 c2c4 d5c4 b1c3 c7c5 d4d5 g8f6 g1f3 e7e6 e2e4 e6d5 e4e5
1081,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 c8g4
1082,d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 g8f6 b1c3 b7b5
1083,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 d1a4
1084,d2d4 d7d5 c2c4 d5c4 g1f3
1085,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3
1086,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6
1087,d2d4 d7d5 c2c4 d5c4 e2e3
1088,d2d4 d7d5 c2c4 d5c4 g1f3 e7e6
1089,d2d4 d7d5 c2c4 d5c4 e2e4
1090,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3
1091,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 g7g6
1092,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 c8e6
1093,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5f6
1094,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5f6 e7f6 a1c1 c7c6 f1d3 b8d7 e1g1 d5c4 d3c4
1095,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 b8d7
1096,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 g1f3 c7c6 e2e3 d8a5
1097,d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 c1g5 h7h6
1098,d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 c1g5 b8d7 e2e3 c7c6 b1d2
1099,d2d4 d7d5 c2c4 e7e6 b1c3 f8e7
1100,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5
1101,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5 e6d5 c1g5 c7c6
1102,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5 e6d5 c1g5
1103,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5 e6d5 c1g5 c7c6 d1c2
1104,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5 e6d5 g1f3 b8d7 c1f4
1105,d2d4 d7d5 c2c4 e7e6
1106,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4
1107,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1f4
1108,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4 e8g8 e2e3 b7b6
1109,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5
1110,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 d1c2 b8c6 a2a3 d8a5 e1c1
1111,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 d1c2 b8c6 a2a3 d8a5 a1d1
1112,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4 e8g8 e2e3 c7c6
1113,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4 e8g8 e2e3 b8d7
1114,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4 e8g8 e2e3 b8d7 c4c5
1115,d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 c1g5 h7h6 g5f6 d8f6 b1c3 c7c6 d1b3
1116,d2d4 d7d5 c2c4 e7e6 b1c3 a7a6
1117,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4 f6e4
1118,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4 f6e4 h4e7 d8e7 c4d5 e4c3 b2c3
1119,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4 f6e4 h4e7 d8e7 d1c2
1120,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3 f8b4
1121,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 g1f3 e8g8 d1c2
1122,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5
1123,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3
1124,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3 c7c6
1125,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7
1126,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3
1127,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 a1c1
1128,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6
1129,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4
1130,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6
1131,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7 c3e4
1132,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 f1d3
1133,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7 e1g1 d5c3 c1c3 e6e5
1134,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7 e1g1 d5c3 c1c3 e6e5 d1c2
1135,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7 e1g1 d5c3 c1c3 e6e5 d4e5 d7e5 f3e5
1136,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 b7b5
1137,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7
1138,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 a7a6
1139,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6
1140,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1
1141,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7 e1g1
1142,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 b7b6 c4d5 e6d5 f1d3
1143,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 d1c2
1144,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 d1c2 c7c5 c4d5
1145,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 c7c5 c4d5
1146,d2d4 d7d5 c2c4 e7e6 b1c3
1147,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8b4
1148,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8b4 d1a4
1149,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8b4 c1g5 d5c4
1150,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5
1151,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 c4d5 f6d5 e2e4
1152,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 c4d5 f6d5 e2e3 b8c6 f1d3
1153,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 c1g5
1154,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 c4d5 f6d5 e2e3
1155,d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 e2e3 c7c6 b1d2 b8d7 f1d3 c6c5
1156,d2d4 d7d5 c2c4 e7e6 g1f3 c7c5
1157,d2d4 d7d5 c2c4 e7e6 g1f3 c7c5 c4d5 e6d5 c1g5
1158,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4 b7b6
1159,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4 b7b6 c4d5 f6d5
1160,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4 b7b6 c4d5 e6d5
1161,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3
1162,d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 c1g5
1163,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 d5c4
1164,d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 c1g5 f8b4
1165,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 d5c4 e2e3
1166,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 b8d7 e2e3 f8b4 g1f3 c7c5
1167,d2d4 d7d5 c2c4 e7e5
1168,d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3
1169,d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3 c8e6
1170,d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3 c8g4
1171,d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 b1d2
1172,d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3
1173,d2d4 d7d5 c2c4 c7c5
1174,d2d4 d7d5 c2c4 c8f5
1175,d2d4 d7d5 c2c4 c8f5 c4d5 f5b1 d1a4 c7c6 d5c6 b8c6
1176,d2d4 d7d5 c2c4 c8f5 b1c3 e7e6 g1f3 b8c6
1177,d2d4 d7d5 c2c4 c8f5 b1c3 e7e6 g1f3 c7c6
1178,d2d4 d7d5 c2c4 c8f5 d1b3
1179,d2d4 d7d5 c2c4 b8c6
1180,d2d4 d7d5 c2c4 b8c6 c4d5 d8d5
1181,d2d4 d7d5 c2c4 b8c6 c4d5 d8d5 e2e3 e7e5 b1c3 f8b4 c1d2 b4c3 d2c3 e5d4 g1e2
1182,d2d4 d7d5 c2c4 b8c6 b1c3 d5c4 g1f3
1183,d2d4 d7d5 c2c4 b8c6 g1f3 e7e5
1184,d2d4 d7d5 c2c4 b8c6 g1f3 c8g4
1185,d2d4 d7d5 c2c4 b8c6 b1c3 g8f6 g1f3 d5c4
1186,d2d4 d7d5 c2c4 b8c6 b1c3 e7e5
1187,d2d4 d7d5 c2c4 g8f6
1188,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 b1c3
1189,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8b4
1190,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1
1191,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 d4d5 e6d5 f3h4
1192,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 b1c3 b8a6
1193,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 b1c3
